aid,advertiserId,campaignId,creativeId,creativeSize,adCategoryId,productId,productType
78,15,68,78,52,10,3,4
79,54,69,79,35,19,21,4
80,21,21,80,35,7,5,3
81,5,5,81,100,3,0,1
82,23,26,82,59,18,7,3
83,21,21,83,42,7,5,3
84,55,70,84,35,31,22,4
85,18,71,85,53,15,0,1
86,56,72,86,53,32,0,2
87,57,73,87,100,3,0,1
88,34,74,88,53,33,23,3
89,58,75,89,79,3,0,1
90,20,76,90,22,16,3,4
91,59,77,91,42,9,0,2
92,60,78,92,22,18,24,3
93,38,79,93,79,3,0,1
94,41,80,94,22,7,14,3
95,61,81,95,100,3,0,1
96,38,82,96,79,3,0,1
97,62,83,97,42,15,0,1
98,10,10,98,42,4,0,2
99,63,84,99,91,34,0,2
100,57,85,100,100,3,0,1
101,14,86,101,109,11,0,1
102,64,87,102,59,3,0,2
103,23,49,103,59,20,15,3
104,42,88,104,35,27,16,4
105,62,83,105,91,15,0,1
106,15,89,106,22,10,3,4
107,36,90,107,35,10,3,4
108,65,91,108,22,35,0,1
109,66,92,109,35,19,25,4
110,67,93,110,59,18,26,3
111,68,94,111,35,10,3,4
112,69,95,112,42,7,27,3
113,70,96,113,109,17,0,1
114,71,97,114,53,36,0,1
115,72,98,115,60,35,0,1
116,67,93,116,59,18,26,3
117,15,99,117,35,10,3,4
118,36,100,118,35,16,3,4
119,20,101,119,22,16,3,4
120,73,102,120,35,7,28,3
121,65,103,121,60,35,0,1
122,33,38,122,59,7,10,3
123,74,104,123,22,31,29,4
124,15,89,124,35,10,3,4
125,15,105,125,35,10,3,4
126,65,103,126,60,35,0,1
127,75,106,127,53,36,0,1
128,76,107,128,22,17,0,1
129,77,108,129,22,37,0,1
130,78,109,130,100,3,0,1
131,23,26,131,59,18,7,3
132,79,110,132,79,3,0,1
133,80,111,133,35,10,3,4
134,20,20,134,35,16,3,4
135,20,112,135,35,16,3,4
136,28,113,136,35,10,3,4
137,49,63,137,22,10,0,2
138,81,114,138,91,38,0,1
139,37,42,139,79,9,0,1
140,82,115,140,42,18,30,3
141,20,116,141,22,10,3,4
142,23,117,142,35,18,7,3
143,83,118,143,35,26,31,4
144,84,119,144,35,16,0,1
145,85,120,145,22,10,3,4
146,86,121,146,77,39,0,1
147,23,122,147,59,7,32,3
148,1,1,148,22,3,0,1
149,87,123,149,79,3,0,1
150,44,124,150,22,40,0,2
151,88,125,151,77,17,0,1
152,89,126,152,42,18,33,3
153,21,127,153,42,18,34,3
154,33,57,154,59,7,17,3
155,2,128,155,91,2,0,1
156,26,129,156,35,41,35,4
157,1,1,157,22,3,0,1
158,23,32,158,42,20,7,3
159,11,130,159,95,9,0,2
160,65,91,160,22,35,0,1
161,30,34,161,91,42,0,2
162,18,131,162,53,15,0,1
163,90,132,163,35,29,3,4
164,23,133,164,42,7,6,3
165,91,134,165,53,36,0,1
166,76,135,166,91,17,0,1
167,50,64,167,22,20,18,3
168,29,136,168,79,3,0,1
169,23,137,169,42,7,32,3
170,86,138,170,91,43,0,1
171,20,139,171,35,16,3,4
172,37,140,172,79,3,0,1
173,92,141,173,109,43,0,1
174,37,60,174,79,3,0,1
175,93,142,175,77,2,0,1
176,93,143,176,109,2,0,1
177,94,144,177,35,44,36,4
178,11,11,178,53,9,0,2
179,2,145,179,53,2,0,1
180,15,15,180,35,10,3,4
181,23,146,181,53,20,7,3
182,95,147,182,42,45,0,2
183,9,148,183,35,7,37,3
184,72,98,184,42,35,0,1
185,27,149,185,53,7,38,3
186,95,150,186,42,44,0,2
187,20,151,187,22,16,3,4
188,21,152,188,42,18,39,3
189,20,153,189,35,16,3,4
190,96,154,190,95,32,0,2
191,97,155,191,35,13,40,4
192,96,154,192,95,8,0,2
193,70,156,193,91,17,0,1
194,28,157,194,35,16,3,4
195,95,150,195,20,8,0,2
196,30,34,196,95,21,0,2
197,98,158,197,53,36,0,1
198,14,159,198,35,11,0,1
199,99,160,199,79,3,0,1
200,32,161,200,22,23,0,1
201,64,87,201,95,8,0,2
202,41,162,202,42,7,14,3
203,100,163,203,22,46,0,2
204,101,164,204,35,47,0,1
205,13,165,205,20,8,3,4
206,34,74,206,53,7,23,3
207,102,166,207,100,3,0,1
208,103,167,208,35,8,0,2
209,103,168,209,22,48,0,2
210,67,169,210,53,18,26,3
211,104,170,211,53,15,0,1
212,2,171,212,91,2,0,1
213,36,172,213,22,10,3,4
214,23,146,214,53,18,7,3
215,2,173,215,53,2,0,1
216,58,174,216,79,3,0,1
217,20,175,217,35,16,3,4
218,61,176,218,100,3,0,1
219,33,177,219,105,18,17,3
220,23,178,220,53,7,6,3
221,105,179,221,53,15,0,1
222,61,176,222,100,3,0,1
223,10,10,223,42,8,0,2
224,7,7,224,22,3,0,1
225,15,89,225,35,10,3,4
226,106,180,226,22,7,41,3
227,36,181,227,35,16,3,4
228,36,182,228,35,10,3,4
229,107,183,229,79,3,0,1
230,2,184,230,91,2,0,1
231,26,185,231,22,19,42,4
232,33,38,232,59,7,10,3
233,76,186,233,77,17,0,1
234,108,187,234,59,17,0,2
235,109,188,235,35,49,0,1
236,110,189,236,22,13,43,4
237,67,169,237,53,18,26,3
238,1,1,238,22,3,0,1
239,111,190,239,22,50,0,2
240,37,191,240,79,3,0,1
241,23,32,241,42,20,7,3
242,23,117,242,35,18,7,3
243,76,192,243,52,17,0,1
244,70,156,244,91,17,0,1
245,33,57,245,59,7,17,3
246,112,193,246,53,15,0,1
247,113,194,247,42,29,3,4
248,114,195,248,60,20,44,3
249,20,196,249,22,16,3,4
250,76,135,250,91,17,0,1
251,115,197,251,22,41,0,2
252,53,198,252,95,51,0,2
253,116,199,253,22,52,45,3
254,38,79,254,79,3,0,1
255,113,194,255,42,29,3,4
256,21,200,256,42,7,2,3
257,23,30,257,59,7,6,3
258,117,201,258,35,7,46,3
259,118,202,259,79,3,0,1
260,53,67,260,109,8,0,2
261,119,203,261,22,47,0,1
262,89,204,262,53,18,33,3
263,51,65,263,59,7,19,3
264,71,205,264,53,36,0,1
265,33,57,265,59,18,17,3
266,8,206,266,59,6,0,2
267,32,37,267,35,53,0,1
268,18,71,268,20,8,0,1
269,1,1,269,22,3,0,1
270,120,207,270,91,37,0,1
271,26,208,271,35,41,47,4
272,1,1,272,22,1,0,1
273,40,209,273,35,25,13,4
274,98,210,274,53,36,0,1
275,36,211,275,35,10,3,4
276,121,212,276,22,54,0,1
277,23,26,277,59,18,7,3
278,122,213,278,22,37,0,1
279,57,73,279,100,3,0,1
280,123,214,280,35,8,0,2
281,83,118,281,35,26,31,4
282,124,215,282,91,17,0,1
283,34,39,283,22,7,11,3
284,125,216,284,42,35,48,3
285,53,217,285,59,3,0,2
286,15,218,286,42,10,3,4
287,86,219,287,109,39,0,1
288,50,220,288,35,7,49,3
289,126,221,289,22,19,50,4
290,23,30,290,59,7,6,3
291,32,222,291,53,53,0,1
292,2,223,292,109,2,0,1
293,127,224,293,59,55,0,2
294,63,225,294,95,3,0,2
295,27,226,295,35,18,8,3
296,16,16,296,95,12,0,2
297,128,227,297,53,15,0,1
298,16,16,298,95,8,0,2
299,110,189,299,22,13,43,4
300,9,148,300,42,7,37,3
301,128,228,301,53,15,0,1
302,21,21,302,60,18,5,3
303,56,72,303,53,32,0,2
304,28,229,304,35,16,3,4
305,93,143,305,109,2,0,1
306,53,230,306,77,30,0,2
307,36,231,307,35,16,3,4
308,20,232,308,35,10,3,4
309,57,233,309,100,3,0,1
310,129,234,310,100,3,0,1
311,95,150,311,42,44,0,2
312,53,235,312,95,30,0,2
313,74,104,313,35,31,29,4
314,16,16,314,95,8,0,2
315,130,236,315,35,45,51,4
316,1,237,316,35,3,0,1
317,96,154,317,95,32,0,2
318,15,89,318,35,10,3,4
319,20,238,319,35,16,3,4
320,15,239,320,42,10,3,4
321,105,179,321,53,15,0,1
322,31,240,322,53,22,52,3
323,33,57,323,59,18,17,3
324,23,32,324,42,7,7,3
325,1,1,325,22,1,0,1
326,124,241,326,77,17,0,1
327,12,242,327,79,3,0,1
328,4,4,328,35,16,0,2
329,131,243,329,59,18,53,3
330,11,130,330,95,9,0,2
331,30,34,331,59,21,0,2
332,93,244,332,20,8,0,1
333,86,121,333,77,43,0,1
334,58,245,334,79,3,0,1
335,75,246,335,53,36,0,1
336,57,85,336,100,3,0,1
337,8,247,337,59,6,0,2
338,32,37,338,35,53,0,1
339,81,248,339,53,38,0,1
340,81,249,340,109,38,0,1
341,31,250,341,53,22,9,3
342,73,251,342,22,7,54,3
343,85,252,343,22,10,3,4
344,87,253,344,79,3,0,1
345,11,130,345,95,9,0,2
346,20,254,346,35,10,3,4
347,32,255,347,53,23,0,1
348,53,256,348,109,6,0,2
349,132,257,349,35,50,55,4
350,64,87,350,91,1,0,2
351,133,258,351,22,16,0,1
352,36,259,352,35,16,3,4
353,4,4,353,35,10,0,2
354,78,260,354,100,3,0,1
355,33,57,355,59,18,17,3
356,134,261,356,22,17,0,2
357,1,237,357,35,3,0,1
358,135,262,358,22,56,56,4
359,136,263,359,53,15,0,1
360,2,2,360,53,2,0,1
361,137,264,361,53,36,0,1
362,15,99,362,35,10,3,4
363,138,265,363,22,45,57,4
364,76,266,364,52,17,0,1
365,70,267,365,77,17,0,1
366,79,110,366,79,3,0,1
367,20,268,367,35,10,3,4
368,7,54,368,35,3,0,1
369,20,269,369,42,16,3,4
370,1,270,370,60,1,0,1
371,6,6,371,35,5,1,3
372,28,271,372,35,16,3,4
373,107,272,373,79,3,0,1
374,139,273,374,59,3,0,2
375,109,188,375,35,49,0,1
376,140,274,376,22,57,58,4
377,36,275,377,22,16,3,4
378,131,276,378,42,18,53,3
379,53,256,379,59,8,0,2
380,103,168,380,22,58,0,2
381,28,277,381,22,16,3,4
382,16,278,382,109,59,0,2
383,80,279,383,22,10,3,4
384,18,280,384,53,15,0,1
385,33,57,385,59,7,17,3
386,131,281,386,22,18,53,3
387,53,198,387,95,51,0,2
388,23,117,388,35,18,7,3
389,105,179,389,53,15,0,1
390,141,282,390,42,35,59,3
391,142,283,391,22,37,0,1
392,70,267,392,77,17,0,1
393,7,54,393,35,3,0,1
394,57,85,394,100,3,0,1
395,143,284,395,91,15,0,2
396,141,285,396,42,35,59,3
397,23,49,397,59,7,15,3
398,144,286,398,22,56,60,4
399,34,287,399,59,18,23,3
400,57,85,400,100,3,0,1
401,36,288,401,35,16,3,4
402,20,289,402,35,16,3,4
403,53,256,403,95,6,0,2
404,101,164,404,22,47,0,1
405,23,30,405,59,7,6,3
406,53,290,406,59,30,0,2
407,127,224,407,59,55,0,2
408,27,291,408,42,7,61,3
409,131,276,409,42,18,53,3
410,21,152,410,22,18,39,3
411,4,4,411,35,8,0,2
412,117,201,412,35,7,46,3
413,83,118,413,35,26,31,4
414,145,292,414,77,60,0,1
415,57,293,415,100,3,0,1
416,1,294,416,91,3,0,1
417,38,295,417,79,29,0,1
418,31,240,418,53,22,52,3
419,146,296,419,35,8,0,2
420,93,142,420,77,2,0,1
421,147,297,421,35,61,62,4
422,20,298,422,22,16,3,4
423,15,105,423,35,10,3,4
424,148,299,424,22,57,0,4
425,33,177,425,105,7,17,3
426,149,300,426,22,31,63,4
427,150,301,427,35,47,0,1
428,151,302,428,42,32,0,1
429,53,290,429,59,30,0,2
430,131,276,430,42,18,53,3
431,81,303,431,109,38,0,1
432,50,304,432,35,7,64,3
433,14,159,433,35,11,0,1
434,21,21,434,42,18,5,3
435,1,305,435,77,1,0,1
436,28,306,436,22,16,3,4
437,53,256,437,59,6,0,2
438,57,73,438,100,3,0,1
439,152,307,439,35,16,0,2
440,20,308,440,35,16,3,4
441,15,239,441,35,10,3,4
442,153,309,442,22,58,65,4
443,21,127,443,42,18,34,3
444,85,310,444,22,10,3,4
445,66,311,445,22,19,25,4
446,154,312,446,35,19,3,4
447,155,313,447,35,7,66,3
448,154,314,448,35,19,3,4
449,41,162,449,42,7,14,3
450,58,315,450,79,3,0,1
451,102,166,451,100,3,0,1
452,95,150,452,91,45,0,2
453,57,293,453,100,3,0,1
454,76,186,454,91,17,0,1
455,67,93,455,59,18,26,3
456,30,34,456,35,21,0,2
457,56,72,457,53,32,0,2
458,33,316,458,22,7,10,3
459,38,317,459,79,29,0,1
460,156,318,460,100,3,0,1
461,53,256,461,95,6,0,2
462,156,319,462,100,3,0,1
463,157,320,463,22,41,0,1
464,95,321,464,91,44,0,2
465,33,57,465,59,18,17,3
466,23,49,466,59,7,15,3
467,15,89,467,35,10,3,4
468,4,4,468,35,16,0,2
469,53,322,469,59,3,0,2
470,21,127,470,42,7,34,3
471,33,57,471,59,7,17,3
472,70,323,472,77,17,0,1
473,129,234,473,100,42,0,1
474,94,324,474,35,44,36,4
475,158,325,475,22,1,0,1
476,23,326,476,59,7,67,3
477,4,4,477,35,16,0,2
478,144,286,478,22,56,60,4
479,20,327,479,22,16,3,4
480,67,328,480,35,18,26,3
481,27,329,481,22,18,8,3
482,32,255,482,53,23,0,1
483,51,65,483,59,7,19,3
484,23,26,484,59,20,7,3
485,109,188,485,35,49,0,1
486,20,330,486,52,16,3,4
487,158,331,487,22,1,0,1
488,1,1,488,22,3,0,1
489,152,307,489,35,16,0,2
490,12,332,490,79,3,0,1
491,109,188,491,35,62,0,1
492,34,39,492,42,63,11,3
493,33,57,493,59,18,17,3
494,158,333,494,22,1,0,1
495,13,334,495,35,10,3,4
496,13,335,496,35,10,3,4
497,53,198,497,95,51,0,2
498,38,336,498,79,3,0,1
499,96,337,499,95,64,0,2
500,10,10,500,22,8,0,2
501,88,125,501,109,17,0,1
502,33,57,502,59,7,17,3
503,43,51,503,53,15,0,1
504,23,133,504,42,7,6,3
505,18,338,505,35,14,0,1
506,20,339,506,35,16,3,4
507,13,165,507,20,8,3,4
508,65,91,508,22,35,0,1
509,23,340,509,22,20,7,3
510,20,341,510,22,16,3,4
511,159,342,511,35,26,68,4
512,116,343,512,59,65,69,3
513,57,233,513,100,3,0,1
514,1,1,514,22,16,0,1
515,160,344,515,53,15,0,1
516,36,345,516,35,16,3,4
517,161,346,517,22,66,70,3
518,36,347,518,35,16,3,4
519,26,348,519,42,16,71,4
520,162,349,520,35,42,0,2
521,79,350,521,79,3,0,1
522,8,206,522,59,6,0,2
523,141,282,523,22,35,59,3
524,36,231,524,35,16,3,4
525,158,351,525,22,1,0,1
526,23,352,526,105,7,32,3
527,36,211,527,35,10,3,4
528,20,353,528,35,16,3,4
529,132,257,529,35,50,55,4
530,53,290,530,95,30,0,2
531,163,354,531,22,16,3,4
532,89,204,532,53,18,33,3
533,164,355,533,22,10,3,4
534,3,3,534,59,3,0,2
535,141,356,535,22,35,59,3
536,67,328,536,59,18,26,3
537,109,188,537,35,49,0,1
538,165,357,538,59,8,0,2
539,65,91,539,22,35,0,1
540,81,358,540,91,38,0,1
541,2,359,541,77,2,0,1
542,65,91,542,22,35,0,1
543,67,93,543,59,18,26,3
544,33,57,544,59,7,17,3
545,30,34,545,95,21,0,2
546,23,32,546,42,18,7,3
547,33,38,547,59,7,10,3
548,21,21,548,42,7,5,3
549,8,360,549,59,6,0,2
550,166,361,550,100,3,0,1
551,57,362,551,100,32,0,1
552,20,139,552,35,16,3,4
553,163,363,553,22,10,3,4
554,23,26,554,59,18,7,3
555,167,364,555,59,67,0,2
556,69,365,556,42,7,72,3
557,21,127,557,42,18,34,3
558,81,366,558,77,38,0,1
559,23,146,559,53,20,7,3
560,23,122,560,59,7,32,3
561,6,367,561,59,5,1,3
562,36,368,562,35,10,3,4
563,31,240,563,53,22,52,3
564,36,369,564,22,10,3,4
565,23,178,565,53,7,6,3
566,34,370,566,22,18,23,3
567,81,371,567,35,38,0,1
568,168,372,568,35,68,0,2
569,1,1,569,22,3,0,1
570,169,373,570,35,31,73,4
571,6,6,571,42,7,1,3
572,81,374,572,53,38,0,1
573,170,375,573,95,8,0,2
574,67,93,574,59,18,26,3
575,69,365,575,42,7,72,3
576,78,109,576,100,3,0,1
577,13,376,577,22,10,3,4
578,152,307,578,35,16,0,2
579,81,249,579,109,38,0,1
580,95,150,580,42,44,0,2
581,15,239,581,35,10,3,4
582,14,14,582,22,11,0,1
583,171,377,583,95,46,0,2
584,88,378,584,91,17,0,1
585,95,147,585,42,45,0,2
586,51,65,586,59,7,19,3
587,32,37,587,35,53,0,1
588,27,379,588,60,7,61,3
589,2,128,589,91,2,0,1
590,53,290,590,95,30,0,2
591,172,380,591,22,41,74,4
592,173,381,592,53,36,0,1
593,8,382,593,59,6,0,2
594,131,281,594,22,8,53,3
595,23,383,595,22,7,6,3
596,36,384,596,35,16,3,4
597,174,385,597,53,69,0,1
598,16,278,598,59,59,0,2
599,15,218,599,22,10,3,4
600,175,386,600,53,15,0,1
601,22,22,601,35,16,3,4
602,36,387,602,42,16,3,4
603,76,388,603,22,17,0,1
604,79,350,604,79,3,0,1
605,31,389,605,35,22,52,3
606,36,259,606,22,16,3,4
607,57,73,607,100,3,0,1
608,176,390,608,22,19,75,4
609,86,138,609,91,39,0,1
610,177,391,610,109,17,0,1
611,158,351,611,22,1,0,1
612,96,154,612,95,64,0,2
613,96,392,613,95,9,0,2
614,67,93,614,59,18,26,3
615,1,1,615,22,1,0,1
616,177,391,616,91,17,0,1
617,20,393,617,35,10,3,4
618,15,239,618,35,10,3,4
619,53,67,619,59,8,0,2
620,128,227,620,53,15,0,1
621,23,32,621,42,18,7,3
622,8,394,622,59,6,0,2
623,42,50,623,35,27,16,4
624,136,263,624,53,15,0,1
625,13,395,625,35,10,3,4
626,33,57,626,59,18,17,3
627,23,30,627,59,7,6,3
628,156,396,628,100,3,0,1
629,18,18,629,53,15,0,1
630,57,233,630,100,3,0,1
631,131,243,631,59,18,53,3
632,36,397,632,35,16,3,4
633,13,334,633,35,10,3,4
634,64,398,634,95,32,0,2
635,4,4,635,35,8,0,2
636,33,57,636,59,18,17,3
637,23,326,637,59,7,67,3
638,178,399,638,35,16,0,1
639,27,400,639,35,7,61,3
640,56,72,640,53,32,0,2
641,12,401,641,79,3,0,1
642,179,402,642,22,41,76,4
643,15,15,643,35,10,3,4
644,4,4,644,22,8,0,2
645,43,51,645,53,15,0,1
646,86,403,646,109,39,0,1
647,102,166,647,100,3,0,1
648,171,404,648,95,70,0,2
649,15,105,649,42,10,3,4
650,176,405,650,22,31,77,4
651,85,406,651,22,10,3,4
652,4,4,652,35,10,0,2
653,85,407,653,22,10,3,4
654,11,130,654,95,9,0,2
655,102,166,655,100,3,0,1
656,6,6,656,42,5,1,3
657,36,384,657,35,16,3,4
658,151,302,658,35,32,0,1
659,126,221,659,22,19,50,4
660,18,18,660,53,14,0,1
661,1,1,661,22,3,0,1
662,20,408,662,35,10,3,4
663,162,349,663,95,42,0,2
664,30,34,664,59,21,0,2
665,109,409,665,53,49,0,1
666,3,410,666,59,32,0,2
667,20,411,667,35,10,3,4
668,14,14,668,60,11,0,1
669,31,412,669,42,22,9,3
670,69,365,670,42,7,72,3
671,117,201,671,35,7,46,3
672,30,34,672,22,21,0,2
673,38,413,673,79,3,0,1
674,99,160,674,79,3,0,1
675,8,247,675,91,6,0,2
676,92,141,676,109,43,0,1
677,180,414,677,100,3,0,1
678,84,119,678,35,16,0,1
679,95,150,679,42,45,0,2
680,53,256,680,91,6,0,2
681,21,152,681,42,18,39,3
682,57,73,682,100,3,0,1
683,23,122,683,59,7,32,3
684,103,415,684,53,58,0,2
685,95,416,685,35,44,0,2
686,44,52,686,22,21,0,2
687,15,218,687,35,16,3,4
688,20,417,688,35,16,3,4
689,36,418,689,35,16,3,4
690,80,419,690,22,10,3,4
691,48,420,691,42,3,0,1
692,171,377,692,95,8,0,2
693,81,303,693,109,38,0,1
694,23,340,694,22,18,7,3
695,181,421,695,35,19,78,4
696,50,422,696,35,18,79,3
697,182,423,697,100,3,0,1
698,57,73,698,100,3,0,1
699,183,424,699,53,69,0,1
700,184,425,700,91,32,0,1
701,185,426,701,59,18,80,3
702,15,89,702,60,10,3,4
703,60,427,703,35,7,81,3
704,69,365,704,42,7,72,3
705,186,428,705,35,71,0,1
706,4,4,706,35,4,0,2
707,187,429,707,35,62,0,1
708,57,233,708,100,3,0,1
709,188,430,709,22,16,0,1
710,50,304,710,35,20,64,3
711,38,431,711,79,3,0,1
712,189,432,712,42,26,0,4
713,7,7,713,22,3,0,1
714,18,433,714,53,15,0,1
715,2,434,715,91,2,0,1
716,1,1,716,22,1,0,1
717,190,435,717,109,2,0,1
718,23,340,718,22,20,7,3
719,20,436,719,35,10,3,4
720,34,39,720,59,7,11,3
721,176,405,721,35,31,77,4
722,20,437,722,35,10,3,4
723,190,438,723,53,2,0,1
724,57,362,724,100,32,0,1
725,124,241,725,91,17,0,1
726,23,133,726,42,7,6,3
727,36,439,727,22,16,3,4
728,13,440,728,35,10,3,4
729,86,441,729,91,39,0,1
730,33,38,730,59,18,10,3
731,95,150,731,35,44,0,2
732,37,442,732,79,3,0,1
733,33,38,733,59,7,10,3
734,23,137,734,35,7,32,3
735,105,443,735,53,15,0,1
736,191,444,736,22,29,0,2
737,95,150,737,42,8,0,2
738,62,445,738,91,15,0,1
739,131,276,739,42,18,53,3
740,23,133,740,42,7,6,3
741,79,350,741,79,3,0,1
742,36,446,742,35,16,3,4
743,53,322,743,59,72,0,2
744,23,146,744,53,20,7,3
745,69,447,745,42,7,82,3
746,53,322,746,59,3,0,2
747,65,103,747,60,35,0,1
748,17,448,748,35,56,4,4
749,15,218,749,52,10,3,4
750,12,12,750,79,3,0,1
751,23,122,751,59,7,32,3
752,114,449,752,35,20,44,3
753,16,278,753,95,8,0,2
754,20,450,754,22,16,3,4
755,190,451,755,77,2,0,1
756,14,159,756,60,11,0,1
757,131,276,757,42,18,53,3
758,79,110,758,79,3,0,1
759,23,326,759,59,7,67,3
760,89,452,760,53,18,33,3
761,8,382,761,59,6,0,2
762,53,290,762,109,30,0,2
763,36,453,763,35,16,3,4
764,86,454,764,109,39,0,1
765,36,455,765,35,16,3,4
766,86,219,766,109,43,0,1
767,8,8,767,59,6,0,2
768,79,350,768,79,3,0,1
769,20,456,769,22,16,3,4
770,192,457,770,95,73,0,2
771,98,210,771,53,36,0,1
772,86,121,772,77,39,0,1
773,102,166,773,100,3,0,1
774,8,458,774,109,6,0,2
775,4,4,775,35,8,0,2
776,141,285,776,42,35,59,3
777,50,459,777,60,18,79,3
778,53,198,778,59,51,0,2
779,193,460,779,42,7,14,3
780,20,461,780,35,16,3,4
781,15,218,781,35,10,3,4
782,1,1,782,22,3,0,1
783,115,197,783,22,7,0,2
784,23,352,784,105,20,32,3
785,36,369,785,35,10,3,4
786,23,26,786,59,18,7,3
787,23,133,787,42,7,6,3
788,61,176,788,100,3,0,1
789,194,462,789,100,3,0,1
790,23,352,790,105,7,32,3
791,115,463,791,53,3,0,2
792,171,377,792,22,46,0,2
793,86,441,793,91,39,0,1
794,8,464,794,109,6,0,2
795,124,465,795,77,17,0,1
796,36,466,796,35,16,0,4
797,22,467,797,22,16,3,4
798,43,51,798,53,15,0,1
799,58,468,799,79,3,0,1
800,23,469,800,22,7,15,3
801,1,1,801,22,1,0,1
802,8,206,802,59,6,0,2
803,37,42,803,79,3,0,1
804,33,57,804,59,7,17,3
805,70,96,805,91,17,0,1
806,195,470,806,59,74,0,2
807,51,65,807,59,7,19,3
808,8,206,808,59,6,0,2
809,118,471,809,79,3,0,1
810,13,13,810,35,10,3,4
811,74,472,811,22,31,83,4
812,53,290,812,95,30,0,2
813,29,136,813,79,3,0,1
814,196,473,814,35,16,3,4
815,41,474,815,42,7,14,3
816,53,235,816,95,30,0,2
817,20,475,817,42,75,3,4
818,20,476,818,35,10,3,4
819,8,464,819,95,6,0,2
820,197,477,820,109,2,0,1
821,198,478,821,53,15,0,1
822,9,9,822,42,7,2,3
823,23,146,823,53,18,7,3
824,1,1,824,22,3,0,1
825,84,119,825,22,16,0,1
826,36,479,826,35,16,3,4
827,30,34,827,59,21,0,2
828,23,32,828,42,20,7,3
829,20,475,829,42,16,3,4
830,51,65,830,59,7,19,3
831,57,480,831,100,3,0,1
832,15,68,832,35,10,3,4
