aid,advertiserId,campaignId,creativeId,creativeSize,adCategoryId,productId,productType
1049,702,20048,1147945,42,34,5615,11
1,702,15634,382977,35,24,5615,11
293,7565,608970,1192992,52,94,0,4
732,21453,209946,1687875,91,94,0,4
207,79,25739,525036,59,10,1455,11
2106,96515,370954,1803361,53,4,0,4
1439,55771,136318,178306,42,101,113,9
776,14366,215906,1202948,60,34,8162,11
1680,370,611897,1201660,22,67,113,9
1476,7565,307302,536617,91,94,0,4
2174,10055,86429,106498,22,70,0,6
1066,8203,76104,1406884,95,282,0,6
915,21933,502786,907292,22,167,166875,11
634,9106,370632,1531082,79,21,0,4
292,55771,136318,1699990,42,101,113,9
734,1025,77741,1240766,42,10,23017,11
716,702,109959,150022,59,10,2792,11
706,149,152,1456571,35,10,70,11
49,3523,617637,1446807,79,21,0,4
627,8203,27748,690929,109,1,0,6
544,133292,464828,813898,22,74,0,4
361,31330,127824,1285341,53,24,19673,11
15,821,888,462345,59,10,439,11
936,2581,121732,156771,53,77,0,4
1572,79,25739,159754,59,24,1455,11
1862,5459,66431,1566035,59,142,0,6
803,1265,132038,1086611,35,156,0,4
1937,2874,82532,918757,20,1,0,4
2132,2775,3372,425408,22,21,0,4
1267,9424,417744,705132,91,19,0,4
2002,8864,310473,482270,35,70,25730,9
1169,2775,3372,3503,22,59,0,4
1020,6370,259332,384815,35,73,3473,9
1939,9196,63351,1547457,53,77,0,4
1809,327,46399,53667,35,27,113,9
483,4899,38926,663044,22,96,0,4
1798,702,17948,1234471,59,24,5615,11
405,89349,256069,379108,22,19,0,4
1713,5758,45115,1190488,100,21,0,4
635,114005,364612,591794,35,1,0,6
1813,6616,40366,771652,35,11,3609,9
987,11459,185589,1121997,91,94,0,4
1332,3993,63752,1550121,22,10,19256,11
312,33317,70332,1491064,42,51,21008,11
1368,8203,158406,853269,59,21,0,6
1909,5552,30399,720504,42,27,113,9
349,21017,378313,1577149,109,179,0,4
705,60,128701,1430506,35,10,3194,11
2185,971,380810,626513,22,43,7309,9
1214,702,109959,283136,59,10,2792,11
1204,1265,44889,1092628,53,156,0,4
1295,2676,48890,56803,109,8,0,4
818,133629,466919,818835,59,76,0,6
1956,14420,518517,946427,95,21,0,6
809,452,247716,516604,35,24,7992,11
1704,4365,37531,55861,95,57,0,6
1836,9619,14813,16233,53,4,0,4
1036,4365,37531,103063,95,1,0,6
1384,13071,62704,74561,22,97,7387,9
601,42358,95714,541640,42,10,28289,11
1964,9619,104177,131554,53,4,0,4
1808,1025,12259,1468263,60,24,2801,11
509,3578,9927,47704,53,108,0,6
911,7630,254993,377200,35,67,113,9
1718,10959,269161,1139414,109,8,0,4
1238,8203,28048,1258715,77,218,0,6
1761,327,5616,375326,35,67,113,9
354,370,271684,1352117,35,27,113,9
2204,5758,68350,270020,100,21,0,4
796,111220,350437,560456,100,21,0,4
10,285,13953,260476,42,30,0,6
683,8203,74452,511595,95,218,0,6
1740,990,1083,133860,35,117,526,9
864,4365,37531,1609104,95,1,0,6
1570,5487,7577,1627476,35,48,2977,9
328,2775,12128,730429,35,21,0,4
211,29704,60929,927590,95,108,0,6
2145,5552,25571,1732312,35,27,113,9
1092,370,381949,929996,35,67,113,9
2012,5552,7686,1101667,42,27,113,9
1594,16484,234956,1766559,53,4,0,4
900,3387,51577,1231255,53,137,1802,11
1156,79,25739,863288,59,24,1455,11
1818,702,20048,468365,42,10,5615,11
154,2775,3372,626997,22,59,0,4
1853,11459,18296,1511627,77,94,0,4
2091,11699,164865,222873,79,21,0,4
667,17597,51385,1483466,35,67,0,6
424,8494,76011,1086491,59,24,4666,11
2025,1341,148106,1287735,95,47,0,6
758,15174,26003,923872,59,102,0,6
571,10959,25601,1321223,20,1,0,4
1806,21017,97077,121665,77,204,0,4
1979,16373,47556,55066,79,21,0,4
715,2185,286258,1492582,53,77,0,4
14,5758,50037,1030563,100,21,0,4
1122,5459,11226,51158,59,142,0,6
189,1265,132038,1201418,35,156,0,4
1660,14936,530329,976863,53,88,0,4
72,14936,59875,1649371,109,88,0,4
691,3387,10129,1652180,53,137,3826,11
220,26655,151128,1795455,22,10,26559,11
1915,243,31607,35630,22,27,113,9
1721,20653,760885,1682986,79,21,0,4
1090,1341,148106,756456,95,47,0,6
1626,370,366726,1186224,35,27,113,9
1258,1265,353280,1733384,53,104,0,4
626,8203,37818,312737,109,142,0,6
621,11046,366297,1136282,35,85,6183,9
1484,20475,308698,1398289,91,59,0,6
1127,32480,68172,81622,22,67,0,4
1571,327,58931,466225,35,67,113,9
55,17597,51385,1774967,35,27,0,6
839,47823,475236,1647863,100,21,0,4
605,79,25739,1752978,59,24,1455,11
677,148874,565848,1071626,22,94,0,6
499,2775,12128,476676,35,21,0,4
53,15720,27252,1450475,22,81,9042,9
1857,18630,33813,783308,53,4,0,4
66,2676,142444,1009307,53,8,0,4
1974,547,584,244155,53,77,0,4
869,5552,104187,878084,35,27,113,9
452,1534,264770,1232337,22,48,820,9
954,7565,227385,378305,52,94,0,4
1345,21453,119028,369119,77,94,0,4
1309,9056,130718,733947,79,21,0,4
169,370,112719,143637,35,27,113,9
1139,18621,154634,206919,35,21,0,4
1219,370,328585,981426,42,67,113,9
1063,2775,104647,1088252,60,59,0,4
362,23805,61383,409748,35,149,14314,11
97,7630,704381,1489204,35,67,113,9
1232,7300,91140,1546436,79,21,0,4
599,169824,759488,1678054,59,21,0,6
1115,11195,17809,144379,35,140,0,4
1411,27367,95990,1360007,22,25,16791,9
986,327,127947,165916,22,67,113,9
949,8494,12711,738070,42,24,4666,11
1606,8203,37818,695586,59,1,0,6
1763,1082,13590,659530,22,13,0,6
1300,7630,749066,1640639,22,67,113,9
1334,4365,253446,621389,109,135,0,6
1955,4179,68595,507631,22,27,113,9
151,2874,123393,1565455,53,4,0,4
161,79,25739,1277628,59,10,1455,11
637,8494,42614,1681473,22,24,4666,11
233,8203,76104,332846,95,282,0,6
1438,702,15634,278113,35,24,5615,11
1873,16484,234956,1017554,53,4,0,4
1762,25485,491816,1761312,42,51,15454,11
774,28189,474923,973632,22,19,0,4
885,21453,119028,761952,77,94,0,4
399,18621,154634,473689,35,21,0,4
58,5758,50037,958366,100,21,0,4
441,98958,296458,455536,91,4,0,6
1739,25485,50138,629125,42,51,15454,11
1325,702,33405,1526695,59,10,376,11
387,76910,445272,1530851,22,81,61271,9
827,3993,60482,162300,59,24,18361,11
254,5758,50037,1256043,100,21,0,4
118,327,339,103772,35,67,113,9
1203,370,196707,274253,35,67,113,9
2005,8203,37818,1121506,95,142,0,6
1364,117647,382695,1709747,22,74,0,4
1427,702,109959,1308946,59,10,2792,11
2018,8203,47118,659208,59,218,0,6
1839,133629,466919,1462631,59,76,0,6
475,452,292713,1678053,42,10,240,11
597,8494,12711,794109,42,24,4666,11
1643,1025,36329,198691,22,24,11636,11
1353,17597,51385,1065388,35,1,0,6
2086,149,152,566978,35,10,70,11
2116,6616,40366,46269,35,11,3609,9
1558,1383,195124,1042546,77,138,0,4
1924,5758,199508,858820,100,21,0,4
1009,2775,358230,784906,91,21,0,4
1773,9106,497411,893733,79,101,0,4
1686,3387,51577,1788553,53,137,1802,11
78,160293,656388,1335126,35,1,0,6
284,10959,384795,1758331,77,8,0,4
1889,14414,457139,795786,35,119,40613,9
1412,370,345293,1480472,22,67,113,9
407,5552,68476,1220689,35,27,113,9
1568,51103,630860,1257607,22,25,0,9
2152,79,324516,509228,105,10,1455,11
128,49707,117354,150531,22,117,34450,9
2088,109819,344274,1117481,35,74,0,4
534,70236,184552,1527925,42,108,0,4
2076,8203,47118,1741444,59,218,0,6
2140,8494,12711,1400715,42,24,4666,11
2128,14936,25483,1709097,109,88,0,4
518,60,6059,1466291,35,10,2484,11
1826,14315,24111,556370,35,234,0,4
241,1025,12259,496955,42,24,2801,11
701,2775,21035,1657705,77,59,0,4
714,7630,705398,1492398,22,67,113,9
1519,8203,37818,43176,59,142,0,6
2202,5758,45115,1408326,100,21,0,4
1893,27063,54104,1636610,35,67,0,6
1584,370,92657,1697076,35,67,113,9
650,5552,7686,13915,35,27,113,9
149,15696,48907,253754,22,13,9031,9
898,1025,1123,88286,42,24,542,11
1539,243,569730,1082262,22,27,113,9
2010,95811,282872,1447008,22,43,85333,9
940,46066,245039,1672461,35,43,113,9
628,22305,229271,1650127,35,10,13344,11
280,46066,106487,268254,35,43,113,9
1670,10122,359691,1701121,42,10,3733,11
653,16373,489378,1003441,79,21,0,4
1582,11437,18237,1287350,100,21,0,4
709,285,13953,337639,91,48,0,6
33,5758,199508,1738334,100,21,0,4
1039,7565,103691,1416059,91,94,0,4
1213,6946,43128,1481584,59,24,3794,11
372,15174,26003,59440,35,102,0,6
250,3578,9927,1682144,53,108,0,6
1569,79,80,250048,22,10,38,11
133,9106,258524,383419,79,101,0,4
1711,21359,85436,105166,100,21,0,4
963,8203,37818,97614,95,142,0,6
1381,21359,631555,1259735,100,21,0,4
1559,83042,280832,575442,22,70,0,4
2090,285,54523,353300,91,30,0,6
2096,79,25739,1318097,59,24,1455,11
1701,702,33405,1396781,59,10,376,11
1600,5552,25571,864334,35,27,113,9
2192,17597,51385,577556,35,67,0,6
69,8203,57650,1102931,59,21,0,6
895,1025,1123,490279,42,10,542,11
1941,79,25739,1041109,59,10,1455,11
379,21453,261645,388885,77,94,0,4
1971,111220,350437,584203,100,125,0,4
1388,9571,336113,894334,35,30,5336,9
317,8350,331396,522631,22,59,0,4
1823,702,119316,729268,59,10,3378,11
720,17597,51385,924721,35,67,0,6
418,76910,445272,767921,22,81,61271,9
1856,370,363271,588813,22,67,113,9
617,6946,296367,469721,35,24,3794,11
347,452,217754,1420477,22,24,7992,11
1129,1265,353280,566530,53,104,0,4
537,821,888,480337,59,10,439,11
1248,702,17948,19790,59,34,5615,11
401,11195,17809,120730,35,140,0,4
1437,370,20102,671186,52,67,113,9
1587,8350,432859,1574946,22,59,0,4
11,2775,3372,869188,22,21,0,4
180,27063,54104,664726,35,67,0,6
981,11699,217014,834565,79,21,0,4
1698,11195,17809,1182027,35,45,0,4
1737,3993,63752,75954,42,274,19256,11
1515,79,25739,610905,59,24,1455,11
581,8350,352651,565058,22,59,0,4
366,388,84905,218381,35,27,113,9
1743,388,15701,332877,35,27,113,9
2126,8203,76104,744066,95,282,0,6
1436,9106,645468,1309242,79,21,0,4
1259,29704,83361,1706092,95,9,0,6
989,40734,91145,1708104,22,1,0,6
733,20418,216514,307985,109,94,0,4
1509,79,25739,979947,59,10,1455,11
507,1487,1685,975770,53,4,0,4
1864,702,70152,1002959,42,10,2792,11
1565,2874,777083,1741726,35,40,0,4
1888,370,241577,352875,35,67,113,9
1126,388,457500,796595,20,1,113,9
548,915,31020,1473028,22,51,0,4
1073,702,76252,980700,22,34,5615,11
339,370,4833,1396331,22,67,113,9
259,4311,8448,846009,35,11,2330,9
2179,21933,124429,160786,59,100,24947,11
1149,5758,68350,805154,100,21,0,4
1764,2775,3372,649702,22,67,0,4
1041,15536,84694,104105,53,4,0,4
1311,327,62972,1656748,35,67,113,9
288,871,943,1230171,22,107,469,11
996,327,18775,469503,35,67,113,9
273,8864,221869,785629,42,67,65514,9
427,2030,5174,1077455,35,125,0,6
1396,9056,13766,515378,79,21,0,4
749,5459,66431,662589,59,142,0,6
849,25485,491816,902847,22,51,15454,11
2194,327,5616,1741942,35,67,113,9
1646,8350,12464,1695404,22,59,0,4
1644,702,12724,616799,105,10,4669,11
887,327,46399,1562028,35,27,113,9
863,370,371854,1200159,35,67,113,9
477,11046,366297,595411,35,85,6183,9
2095,8203,47118,167611,95,218,0,6
422,34222,469738,825827,22,67,113,9
1183,31330,127824,1545410,53,24,19673,11
1933,149758,572216,1151652,22,27,113,9
2035,18490,257318,491023,59,21,0,6
1326,25485,104406,1178431,22,51,15454,11
216,6946,296367,554224,59,24,3794,11
1165,11195,17809,230255,35,140,0,4
1791,5497,42404,304089,59,1,0,6
2213,915,31020,590077,22,51,0,4
23,14936,388644,642429,91,88,0,4
429,2676,374903,613622,77,8,0,4
2134,915,31020,1331808,22,51,0,4
1196,6946,43128,206615,59,24,3794,11
2049,79,25739,592302,59,10,1455,11
2207,15174,26003,1478370,95,102,0,6
52,702,20048,756115,42,24,5615,11
2065,79,2295,635076,59,10,38,11
1290,1025,12259,1335826,42,10,2801,11
1824,5459,207974,863718,59,142,0,6
569,19069,34849,931212,100,21,0,4
1883,5758,8018,1127575,100,108,0,4
2188,370,321285,1629634,35,67,113,9
251,34222,682478,1417781,22,27,113,9
2175,702,17948,1784960,59,24,5615,11
1026,29195,196186,761688,59,172,0,6
837,8668,13044,1248329,42,10,4772,11
2180,1025,1123,1430633,42,24,542,11
1257,14936,410402,689133,77,88,0,4
762,702,18552,1318915,53,34,5615,11
1111,702,52258,960780,59,10,4669,11
1747,23805,110892,1515786,59,149,14314,11
531,327,48059,55731,35,27,113,9
840,3387,51577,101686,53,137,1802,11
1053,327,572097,1596976,22,27,113,9
1741,702,73550,1127700,53,10,2792,11
73,3993,155570,703205,22,24,18361,11
1947,14936,603376,1592450,35,88,0,4
2060,50067,118420,152009,35,78,0,6
2069,2775,3372,823884,22,21,0,4
1532,48940,625686,1262590,35,117,33769,9
1040,23805,61383,683068,42,10,14314,11
2215,14936,476870,843082,53,88,0,4
226,27065,123008,158708,95,1,0,6
1534,6946,43128,1296895,59,24,3794,11
740,8668,13044,767600,42,10,4772,11
1796,47823,111645,889595,100,21,0,4
1250,388,214451,1790800,22,27,113,9
421,27063,54104,439542,35,67,0,6
437,14936,59875,70934,109,88,0,4
196,285,13953,445298,42,30,0,6
1767,5552,7686,1122573,35,27,113,9
877,14315,73450,760508,22,234,0,4
1586,8287,44210,50968,95,28,0,6
1478,20418,677943,1403062,91,94,0,4
607,285,59293,1449599,42,48,0,6
223,821,888,164618,59,10,439,11
921,1265,132038,852836,35,156,0,4
335,452,104039,1795248,60,10,240,11
359,2676,416646,702859,91,8,0,4
999,8203,47118,973527,95,218,0,6
1650,64306,164343,222026,22,70,47949,9
1751,956,9603,148173,53,77,0,4
1391,5459,38106,1057962,59,142,0,6
880,8494,42614,542310,22,1,4666,11
1697,702,62387,1748181,22,10,2792,11
1795,327,8280,1224914,35,67,113,9
65,32607,457221,795966,53,53,0,4
1474,4365,253446,413002,59,135,0,6
1595,5552,30399,1471190,22,27,113,9
567,21724,309039,1693758,53,4,0,4
1501,24704,48236,55957,35,67,113,9
465,327,195185,1754165,42,67,113,9
1432,7565,143800,1780957,22,94,0,4
1502,9056,13766,988736,79,21,0,4
843,3387,4268,1722441,35,137,1802,11
770,327,58931,509986,22,67,113,9
902,5758,45115,202454,100,21,0,4
358,3910,60425,1638162,22,43,11803,9
332,21017,208257,293867,91,179,0,4
408,66025,170445,745363,109,94,0,4
815,8350,12464,378115,22,59,0,4
615,29704,60929,72267,95,9,0,6
2070,29704,229733,643528,95,47,0,6
400,6946,43128,854041,59,24,3794,11
166,2775,3372,1777828,22,59,0,4
1851,66025,170445,1140045,91,94,0,4
1961,370,625107,1567539,35,27,113,9
1097,5552,7686,1577790,35,27,113,9
1632,8203,27748,1418695,59,1,0,6
1486,9619,14813,1590252,53,4,0,4
1343,702,20048,1479521,42,24,5615,11
993,5459,304722,1282964,59,142,0,6
2101,15131,25918,1497921,35,69,8659,9
1373,18630,33813,1462177,53,4,0,4
606,388,283660,431020,35,27,113,9
1797,79,25739,1681507,59,24,1455,11
1736,702,109959,957328,59,10,2792,11
1524,21359,262894,391272,100,21,0,4
182,2874,49091,170283,53,4,0,4
804,5758,68350,1034634,100,21,0,4
711,8494,76011,696541,59,24,4666,11
1173,327,796794,1815271,35,67,113,9
1750,388,84905,903706,35,27,113,9
1256,20475,104779,593712,95,108,0,6
590,17597,51385,989148,35,1,0,6
2064,79,25739,281957,59,24,1455,11
1793,702,119316,1576087,59,10,3378,11
1101,71505,188857,1733581,35,67,0,4
1125,452,474,477,35,10,240,11
1923,3578,9927,1279971,53,108,0,6
810,11699,62404,74176,79,21,0,4
1272,43189,531645,980355,22,70,66696,9
237,5552,28603,472459,35,27,113,9
1989,17597,51385,486578,22,1,0,6
603,1487,1685,1257274,53,4,0,4
892,21017,496971,1216811,109,179,0,4
1008,11437,18237,20130,100,21,0,4
1880,8287,43375,276638,95,112,0,6
1959,5552,68476,1060631,42,27,113,9
410,3910,153917,738745,22,117,2093,9
1985,243,475574,839932,22,27,113,9
103,17597,51385,697328,35,27,0,6
1805,243,466597,1286100,22,27,113,9
1167,1341,148106,1478546,95,47,0,6
324,11437,18237,1599263,100,21,0,4
470,23805,61383,785059,42,149,14314,11
1445,327,8280,911247,35,67,113,9
1013,70236,184552,254597,35,108,0,4
459,971,380810,1411131,22,43,7309,9
1696,2874,49091,1677720,53,40,0,4
171,2775,3372,494638,22,21,0,4
658,370,315789,1724478,35,27,113,9
1549,2030,5174,23236,95,125,0,6
25,15174,26003,709671,59,102,0,6
178,11195,19215,196762,53,140,0,4
2089,18490,314926,875134,59,108,0,6
533,370,380888,626718,35,27,113,9
219,14315,73450,788519,60,234,0,4
1846,3387,163957,989419,42,137,3826,11
1647,8668,13044,1243222,42,10,4772,11
1583,149,152,1685834,35,10,70,11
492,15174,26003,1503114,22,102,0,6
538,9106,132657,1559517,79,21,0,4
346,2896,3559,333892,79,21,0,4
859,5459,11226,1676963,91,142,0,6
37,22802,648464,1386388,109,204,0,4
1114,104071,318391,1680747,100,21,0,4
1217,20887,85677,417020,35,67,0,4
1999,285,13953,1099436,42,48,0,6
1995,8203,37818,616344,91,142,0,6
2121,1025,36329,1066700,42,24,11636,11
1807,5758,45115,1475068,100,21,0,4
59,702,52258,647894,59,10,4669,11
1010,1082,40405,1230378,53,13,0,6
753,285,88435,577154,35,30,0,6
1499,778,294421,491306,22,102,0,6
1443,5552,30399,1574589,35,67,113,9
1723,370,215099,415861,35,67,113,9
831,327,60749,72035,35,67,113,9
1401,4179,19587,388396,22,27,113,9
1611,11487,457746,797177,42,21,0,4
38,8287,44210,774905,95,1,0,6
1662,14936,25483,28449,109,88,0,4
1298,702,76252,1797005,22,24,5615,11
1921,68017,234665,1189419,35,43,51913,9
856,60,115807,1205538,35,24,26,11
971,81305,589428,1136523,100,21,0,4
