aid,advertiserId,campaignId,creativeId,creativeSize,adCategoryId,productId,productType
68,46,61,68,42,20,18,4
69,29,62,69,53,5,12,4
70,47,63,70,35,22,1,1
71,3,3,71,35,3,2,2
72,48,64,72,42,23,1,1
73,49,65,73,91,24,1,3
74,50,66,74,100,6,1,3
75,29,34,75,105,5,12,4
76,51,67,76,59,25,1,1
77,52,68,77,22,6,1,1
78,19,69,78,22,6,1,3
79,51,70,79,59,25,1,1
80,53,71,80,35,26,19,2
81,1,72,81,59,25,1,1
82,3,73,82,35,3,2,2
83,27,32,83,22,13,1,3
84,51,67,84,91,25,1,1
85,1,72,85,109,25,1,1
86,54,74,86,35,6,1,3
87,55,75,87,109,27,1,3
88,47,63,88,35,28,1,1
89,56,76,89,79,6,1,3
90,4,77,90,35,4,2,2
91,4,78,91,35,3,2,2
92,4,79,92,22,4,2,2
93,52,80,93,53,29,1,1
94,43,81,94,79,6,1,3
95,29,82,95,59,5,12,4
96,57,83,96,35,30,20,2
97,7,84,97,59,5,16,4
98,18,85,98,22,12,1,3
99,4,86,99,22,4,2,2
100,58,87,100,35,20,21,4
101,1,88,101,59,7,1,1
102,29,82,102,59,5,12,4
103,59,89,103,109,17,1,3
104,4,90,104,22,4,2,2
105,3,91,105,35,4,2,2
106,23,92,106,59,14,1,1
107,41,93,107,22,3,2,2
108,43,94,108,79,6,1,3
109,27,32,109,22,13,1,3
110,60,95,110,91,17,1,3
111,28,33,111,59,5,11,4
112,48,96,112,42,23,1,1
113,23,97,113,42,14,1,1
114,1,98,114,59,25,1,1
115,46,99,115,59,20,18,4
116,61,100,116,35,5,22,4
117,12,101,117,35,5,23,4
118,27,60,118,60,13,1,3
119,62,102,119,22,10,24,2
120,63,103,120,42,31,25,4
121,64,104,121,42,32,26,4
122,17,20,122,35,3,1,1
123,23,28,123,53,14,1,1
124,27,32,124,22,13,1,3
125,65,105,125,22,33,1,3
126,46,61,126,42,20,18,4
127,66,106,127,53,34,1,3
128,67,107,128,59,20,27,4
129,68,108,129,35,3,2,2
130,29,53,130,35,9,13,4
131,1,13,131,77,7,1,1
132,23,92,132,59,35,1,1
133,28,109,133,59,36,28,4
134,69,110,134,42,20,29,4
135,15,111,135,22,3,2,2
136,43,112,136,79,6,1,3
137,70,113,137,53,5,30,4
138,1,114,138,95,7,1,1
139,71,115,139,35,4,1,3
140,17,20,140,35,3,1,1
141,72,116,141,42,37,1,3
142,61,117,142,42,5,31,4
143,30,118,143,35,17,1,3
144,29,119,144,42,20,13,4
145,73,120,145,109,3,2,2
146,51,121,146,59,7,1,1
147,74,122,147,53,38,1,3
148,21,123,148,35,3,2,2
149,50,124,149,100,6,1,3
150,21,125,150,35,4,2,2
151,75,126,151,35,39,32,2
152,46,127,152,22,20,18,4
153,26,128,153,22,3,2,2
154,54,129,154,22,12,1,3
155,3,73,155,35,3,2,2
156,20,130,156,42,13,10,4
157,74,122,157,53,38,1,3
158,76,131,158,35,39,33,2
159,29,119,159,42,9,13,4
160,1,72,160,59,25,1,1
161,67,107,161,59,20,27,4
162,77,132,162,35,40,1,2
163,1,133,163,77,7,1,1
164,29,134,164,22,20,13,4
165,17,20,165,35,8,1,1
166,27,60,166,60,13,1,3
167,78,135,167,100,6,1,3
168,54,129,168,22,12,1,3
169,79,136,169,60,11,1,3
170,34,41,170,100,6,1,3
171,43,137,171,79,6,1,3
172,3,138,172,35,3,2,2
173,76,131,173,35,39,33,2
